0	1.129778763	0.1
1	0.953320457	0.081873075
2	0.732501277	0.067032005
3	0.561141921	0.054881164
4	0.434710291	0.044932896
5	0.349139904	0.036787944
6	0.308242881	0.030119421
7	0.26402811	0.024659696
8	0.18692481	0.020189652
9	0.159507023	0.016529889
10	0.15148364	0.013533528
11	0.086788709	0.011080316
12	0.094842665	0.009071795
13	0.081597097	0.007427358
14	0.052315262	0.006081006
15	0.05010193	0.004978707
16	0.043722877	0.00407622
17	0.036272859	0.003337327
18	0.025103659	0.002732372
19	0.019053795	0.002237077
20	0.018988513	0.001831564
